WKT,
"LINESTRING (155.489786471864 650.268717850112,935.076738835471 1274.64212962157)"
"LINESTRING (935.075121683225 1274.64371767724,875.972987883847 1446.20622018395,529.803325586151 1668.39372286354)"
"LINESTRING (529.814412778882 1668.39372286354,293.394777862859 1356.20621603491,-27.4454003102144 1252.14371836874,-280.740266607993 1125.58122139409,-640.559335141914 1089.2631348069)"
"LINESTRING (-640.981867313986 1089.01871473833,155.524945865422 650.27469136861)"
"LINESTRING (155.500664512898 650.271100672975,642.378832852525 464.643714911206,963.218998499819 374.643717677234,963.218998499819 374.643717677234,1182.87287838267 313.03416947649)"
"LINESTRING (1182.81821691268 313.04317271471,1376.93396014702 436.518714046822,1506.39578598789 554.643719060249,1608.43809656848 647.750303728155)"
"LINESTRING (1608.41442468028 647.750290832318,1300.94549524738 709.33121689929,960.404618333627 709.33121689929,690.223420935579 765.581218628058)"
"LINESTRING (690.223420935579 765.581218628058,954.775832949683 959.643720443264,1171.48366940652 1072.14371698573,1255.9152998563 1181.83121620778)"
"LINESTRING (935.078283553532 1274.64380557434,1123.63909384924 1226.83122173984,1255.9152998563 1181.83121620778)"
"LINESTRING (1608.45058925605 647.759015515184,1801.23046942829 823.660073752631,1852.56544828558 1027.14371836874,2088.97399600887 1156.51871957888,2199.73390231502 1217.16811639758)"
"LINESTRING (1255.9152998563 1181.83121620778,1585.19863105372 1119.9562198382,1824.42157146899 1179.01871888737,2051.00082663568 1234.9595789889,2199.92246121203 1217.25818418652)"
"LINESTRING (935.075121683225 1274.64371767724,1086.228118131 1378.27179680814,1218.73777633629 1469.11830113695,1349.29723967926 1626.55934653786,1583.13647414255 1765.30827850528,1720.15164657372 1726.96975364464)"
"LINESTRING (1720.15164657372 1726.96975364464,1572.17526335425 1637.51321177163,1413.23765682068 1568.13874578792,1323.72107282269 1418.43596241688,1179.39843488317 1312.54861923568)"
"LINESTRING (1179.38189633489 1312.58973755085,1274.39561174953 1312.54861923568,1346.23065996065 1282.94942507391)"
"LINESTRING (1255.9152998563 1181.83121620778,1301.79865124608 1237.69722409262,1345.64350692508 1283.33831886071)"
"LINESTRING (1345.64350692508 1283.33831886071,1426.94861233392 1367.97433746826,1588.6170795367 1462.2514095218,1798.70700725763 1648.4670770054,1852.4093159658 1696.07033130592)"
"LINESTRING (1852.40584969998 1696.06367479081,1979.5670353678 1637.51321177163,2080.16861842079 1591.19192876943,2154.66524145377 1556.89048883681,2243.54137963299 1515.96810348455)"
"LINESTRING (1932.06844693462 1487.81042148552,2023.41189104681 1458.60012111054,2100.14039161652 1407.48209718311,2178.69715375806 1407.48214774912)"
"LINESTRING (2243.54137963299 1515.96810348455,2180.5226249404 1464.07705718496,2178.69575230042 1407.48209718311)"
"LINESTRING (2178.69575230042 1407.48209718311,2266.38546365843 1343.58456727382,2394.52425255208 1272.44164343901)"
"LINESTRING (2200.07405124463 1217.33807988147,2300.74035343524 1272.40823800852,2394.26628541549 1272.40823800852)"
"LINESTRING (529.79719876389 1668.4033979347,202.932810540319 1602.39628669494,-68.8647011183004 1494.33431300669,-440.029033413221 1552.74619385321,-711.821960635978 1430.08930082372)"
"LINESTRING (-711.826532546061 1430.08125168209,-621.227370343709 1278.21037254526,-640.972560658665 1089.59349536695)"
